SchulNr;RegSchl;KoRe;KoHo;ABez1;ABez2;ABez3;PLZ;Ort;Strasse;TelVorw;Telefon;SF;OeffPri;KurzBez;SchBetrSchl;SchBetrSchlDatum;ArtDerTraegerschaft;SchultraegerNr;Schulgliederung;Ganztagsbetrieb;Aktiv;gueltigVon;gueltigBis
70774;774012;484182;5723471;Verein Rudolf Steiner Schule;Schloss Hamborn e.V.;;33178;Borchen;Schloß Hamborn 5;05251;389116;00;2;Borchen, R.-Steiner-Schloß-Hamborn e.V.;1;19730801;60;0;;0;1;;
70798;911000;383464;5703279;Rudolf-Steiner-Schule Bochum;;;44892;Bochum;Hauptstr. 238;0234;9220629;00;2;Bochum, Rudolf-Steiner-Schule Bochum;1;19730801;60;0;;0;1;;
70816;913000;393352;5704623;Schulverein für das Gaststätten- und;Hotelgewerbe Nordrhein-Westfalen e.V.;;44225;Dortmund;Am Rombergpark 38-40;0231;7922070;00;2;Dortmund, Verein Gaststättengewerbe;1;19730801;36;0;;0;1;;
70828;913000;393256;5703422;Rudolf Steiner Berufskolleg;Dortmund e.V.;;44225;Dortmund;Mergelteichstr. 51;0231;717641;00;2;Dortmund,Rudolf Steiner Berufskolleg e.V;1;19730801;36;0;;0;1;;
70841;916000;374275;5709630;Schulverein der Hiberniaschule e.V.;;;44652;Herne;Holsterhauser Str. 70;02325;9190;00;2;Herne, Schulverein der Hiberniaschule;1;19730801;60;0;;0;1;;
70865;974028;452137;5723335;Schulverein Kolleg;Schloß Overhagen e.V.;;59556;Lippstadt;Schlossgraben 17-19;02941;10566;00;2;Lippstadt, Schulverein Schloß Overhagen;1;19730801;36;0;;0;1;;
70877;970028;457653;5642224;Schulen Schloß Wittgenstein gGmbH;;;57334;Bad Laasphe;Schloß Wittgenstein 6;02752;47430;00;2;Bad Laasphe, Schulen Schloß Wittgenstein;1;19730801;36;0;;0;1;;
70907;111000;344792;5679648;Evangelische Kirche;im Rheinland ( KöR );- Landeskirchenamt -;40476;Düsseldorf;Hans-Böckler-Str. 7;0211;4562530;00;2;Düsseldorf, Evang. Kirche im Rheinland;1;19730801;41;0;;0;1;;
70920;113000;362072;5702465;Bistum Essen;;;45127;Essen;Zwölfling 16;0201;2204342;00;2;Essen, Bistum Essen;1;19730801;51;0;;0;1;;
70932;113000;360711;5700565;Congregatio B.M.V.;;;45147;Essen;Bardelebenstraße 9;0201;8702253;00;2;Essen, Congregatio B.M.V.;1;19730801;53;0;;0;1;;
70981;158036;366804;5683131;Bergische Diakonie Aprath;;;42489;Wülfrath;Otto-Ohl-Weg 10;0202;27290;00;2;Wülfrath, Bergische Diakonie Aprath;1;19730801;43;0;;0;1;;
71006;166008;316464;5691418;Liebfrauenschule Mülhausen gGmbH;;;47929;Grefrath;Hauptstraße 87;02158;917200;00;2;Grefrath, Liebfrauensch. Mülhausen gGmbH;1;19730801;35;0;;0;1;;
71018;154016;300728;5726316;Collegium Augustinianum Gaesdonck;;;47574;Goch;Gaesdoncker Str. 220;02823;9610;00;2;Goch, Collegium Augustinianum Gaesdonck;1;19730801;51;0;;0;1;;
71020;170052;323927;5726600;Katholische Propsteigemeinde St. Viktor;;;46509;Xanten;Kapitel 8;02801;71310;00;2;Xanten, Kath. Propsteigemeinde St.Viktor;1;19730801;52;0;;0;1;;
71043;314000;369364;5615599;Aloisiuskolleg GmbH;;;53177;Bonn;Elisabethstraße 18;0228;820030505;00;2;Bonn, Aloisiuskolleg GmbH;1;19730801;55;0;;0;1;;
71055;334036;301051;5636252;Missionsgesellschaft vom Hl.Geist GmbH;- Provinzialat der Spiritaner -;;52146;Würselen;Broicher Str. 103;02405;7080;00;2;Köln, Missionsgesellsch.v.Hl.Geist GmbH;1;19730801;55;0;;0;1;;
71067;314000;364360;5623821;Provinzialat der Redemptoristen e.V.;;;53117;Bonn;Kölnstr. 413;0228;5558560;00;2;Köln, Provinzialat d.Redemptoristen e.V.;1;19730801;53;0;;0;1;;
71079;366024;327236;5597456;Werke der Salvatorianer;gemeinnützige GmbH;;53925;Kall;Hermann-Josef-Str. 4;02441;889140;00;2;Kall, Werke der Salvatorianer gGmbH;1;19730801;55;0;;0;1;;
71109;382040;382753;5633287;Deutsche Provinz;der Salesianer Don Boscos;;53819;Neunkirchen-Seelscheid;Pfarrer-Schaafstr. 1;02247;917728;00;2;Neunkirchen-Seel.,D.Prov.d.SalesD.Bos;1;19730801;53;0;;0;1;;
71110;315000;356406;5645532;Erzbistum Köln;Erzbischöfliches Gerneralvikariat;Hauptabteilung Schule/ Hochschule;50668;Köln;Marzellenstr. 32;0221;16423751;00;2;Köln, Erzbistum Köln;1;19730801;51;0;;0;1;;
71134;362032;339416;5642552;Mädchen-Realschule;Mater-Salvatoris gGmbH;;50169;Kerpen;Höhenweg 51;02273;6020;00;2;Kerpen,Provinzialat d.Salvatorianerinnen;1;20011105;35;0;;0;1;;
71160;315000;353494;5644552;Caritas-Jugendhilfe Gesellschaft mbH;;;50931;Köln;Klosterstraße 79;0221;9405100;00;2;Köln, Caritas-Jugendhilfe GmbH;1;19840801;54;0;;0;1;;
71237;334002;294280;5628851;Bistum Aachen;Bischöfliches Generalvikariat;;52062;Aachen;Klosterplatz 7;0241;452562;00;2;Aachen, Bischöfliches Generalvikariat;1;19730801;51;0;;0;1;;
71249;334002;294344;5628922;Domkapitel Aachen;;;52062;Aachen;Ritter-Chorus-Str. 1-4;0241;47709115;00;2;Aachen, Domkapitel Aachen;1;19730801;53;0;;0;1;;
71286;358024;310737;5646741;Haus Overbach gGmbH;;;52428;Jülich;Franz-von-Sales-Str. 1;02461;930303;00;2;Jülich, Haus Overbach gGmbH;1;19730801;35;0;;0;1;;
71304;515000;404057;5757013;Bistum Münster;Bischöfliches Generalvikariat;- Schulverwaltung -;48149;Münster;Kardinal-von-Galen-Ring 55;0251;495420;00;2;Münster, Bistum Münster;1;19730801;51;0;;0;1;;
71353;554004;363925;5771167;Canisius Berufskolleg gGmbH;;;48683;Ahaus;Hindenburgallee 30;02561;95020;00;2;Ahaus, Canisius Berufskolleg gGmbH;1;19730801;55;0;;0;1;;
71365;570040;419182;5744347;Katholische Kirchengemeinde;St. Martinus und Ludgerus;;48324;Sendenhorst;Kirchstr. 12;02526;93110;00;2;Sendenhorst, Kath. Kirchengem. St.Martin;1;19730801;52;0;;0;1;;
71420;554016;363747;5757430;Bischöfliche Stiftung;HAUS HALL;Einrichtungen f. Menschen m. Behinderung;48712;Gescher;Tungerloh-Capellen 4;02542;7032420;00;2;Gescher, Erzieh.-u.Pflegeanst.Haus Hall;1;19730801;55;0;;0;1;;
71468;711000;467957;5763530;Evangelische Kirche von Westfalen;;;33602;Bielefeld;Altstädter Kirchplatz 5;0521;594279;00;2;Bielefeld, Evangel. Kirche v. Westfalen;1;19730801;41;0;;0;1;;
71493;754052;460326;5768940;Schulverein des Ev. Gymnasiums;Werther e.V.;;33824;Werther (Westf.);Grünstr. 10;05203;2962711;00;2;Werther (Westf.), Schulverein Werther;1;19730801;36;0;;0;1;;
71500;758012;477479;5774700;Kirchenkreis Herford;;;32049;Herford;Hansastr. 60;05221;9883;00;2;Herford, Kirchenkreis Herford;1;19730801;42;0;;0;1;;
71602;962024;408341;5692917;Diakonisches Werk;im Ev. Kirchenkreis Iserlohn e.V.;Kirchenkreis Iserlohn gGmbH;58638;Iserlohn;Bodelschwinghstr. 1;02371;7720;00;2;Iserlohn,Diako.Werk im Ev.Kirchenkr.e.V.;1;19730801;44;0;;0;1;;
71614;954036;384910;5700683;Diakonisches Bildungszentrum BIZ gGmbH;im Ruhrgebiet gGmbH;;58455;Witten;Pferdebachstr. 27-43;02302;1752602;00;2;Witten,Diakonisches Bildungsz. BIZ gGmbH;1;20050801;44;0;;0;1;;
71675;958008;458552;5690071;Schwestern der hl. Maria Magdalena;Postel e.V.;;59909;Bestwig;Bergkloster 1;02904;808182;00;2;Bestwig, Schwestern d.hl.Maria Magdalena;1;19730801;53;0;;0;1;;
71687;958032;449770;5689388;Benediktinerabtei Königsmünster;;;59872;Meschede;Klosterberg 7;0291;99680;00;2;Meschede, Benediktiner Königsmünster;1;19730801;53;0;;0;1;;
71705;970040;431685;5636463;Kirchenkreis Siegen;;;57072;Siegen;Burgstraße 21;0271;5004267;00;2;Siegen, Kirchenkreis Siegen;1;19730801;42;0;;0;1;;
71729;974052;424533;5711691;St.Ursula-Stift;;;59457;Werl;Neuerstr. 11;02922;5017;00;2;Werl, St.Ursula-Stift;1;19730801;53;0;;0;1;;
71730;999999;999999;9999999;Provinzialat der Hünfelder Oblaten;;;36088;Hünfeld;Klosterstraße 5;;;00;2;Hünfeld,Provinzialat d.Hünfelder Oblaten;1;19730801;53;0;;0;1;;
71766;762004;499831;5724816;Missionare vom kostbaren Blut;Körperschaft des öffentlichen Rechts;;33014;Bad Driburg;Johannwarthstr. 7;05259;986670;00;2;Bad Driburg,Missionare v. kostbaren Blut;1;19730801;53;0;;0;1;;
71791;554044;368881;5744409;Mariannhiller Missionare;- Deutsche Provinz -;;48734;Reken;Am Kloster 9;02864;949310;00;2;Würzburg, Mariannhiller Missionare;1;19730801;53;0;;0;1;;
71810;111000;342654;5685581;Kaiserswerther Diakonie;;;40489;Düsseldorf;Alte Landstraße 179;0211;4093754;00;2;Düsseldorf, Kaiserswerther Diakonie;1;19730801;43;0;;0;1;;
71882;116000;320983;5673559;Evangelische Stiftung Hephata;Frau Antje Liebing;;41065;Mönchengladbach;Hephataallee 4;02161;2461590;00;2;Mönchengladbach, Ev. Stiftung Hephata;1;19730801;44;0;;0;1;;
71912;124000;372589;5680409;Christian-Morgenstern-Schule;Pädagogisch-Therapeutisches Institut;Wuppertal e.V.;42285;Wuppertal;Wittensteinstr. 76;0202;83088;00;2;Wuppertal, Chr.-Morgenstern-Schule;1;19730801;60;0;;0;1;;
71948;158032;366248;5689544;Diakonissen-Mutterhaus Bleibergquelle;;;42551;Velbert;Bleibergstr. 143;02051;2090;00;2;Velbert, Diakonissen-Mutterhaus;1;19730801;44;0;;0;1;;
71950;162004;347933;5663783;Katholischer Erziehungsverein;für die Rheinprovinz;Betriebsführungsgesellschaft mbH;41539;Dormagen;Krefelder Str. 122;02133;50515;00;2;Dormagen, KEV Kath. Erziehungsverein;1;19730801;55;0;;0;1;;
71973;170028;330128;5701979;Neukirchener Erziehungsverein;;;47506;Neukirchen-Vluyn;Andrestr. 18/20;02845;3920;00;2;Neukirchen-Vluyn, Erziehungsverein;1;19730801;44;0;;0;1;;
72023;315000;358020;5644234;Josefs-Gesellschaft e.V.;;;50679;Köln;Custodisstr. 19-21;0221;889980;00;2;Köln, Josefs-Gesellschaft e.V.;1;19730801;55;0;;0;1;;
72060;378012;376487;5653701;Stiftung Die Gute Hand;;;51515;Kürten;Jahnstr. 31;02207;708140;00;2;Kürten, Stiftung Die Gute Hand;1;19730801;55;0;;0;1;;
72140;915000;420331;5728208;Landschulheim Schloß Heessen e.V.;Staatl. anerk. priv. Tagesgymnasium;u. Internat, eingetr. gemein. Verein;59073;Hamm;Schlossstr. 1;02381;6850;00;2;Hamm, Landschulheim Schl.Heessen e.V.;1;19730801;36;0;;0;1;;
72205;766044;493476;5766663;Stiftung Eben-Ezer;;;32657;Lemgo;Alter Rintelner Weg 29;05261;215560;00;2;Lemgo, Stiftung Eben-Ezer;1;19730801;44;0;;0;1;;
72229;770008;473875;5803657;Evangelische Stiftung Ludwig-Steil-Hof;;;32339;Espelkamp;Präses-Ernst-Wilm-Str. 2;05772;5640;00;2;Espelkamp, Ludwig-Steil-Hof e.V.;1;19730801;44;0;;0;1;;
72242;774032;483418;5730061;Jugendhilfe im Erzbistum Paderborn;gemeinnützige GmbH;;33098;Paderborn;Giersmauer 19;05251;209358;00;2;Warburg,Jugendhilfe Erzb.Paderborn gGmbH;1;19730801;55;0;;0;1;;
72278;913000;394069;5707924;Sozialdienst katholischer Frauen;Gesamtverein e.V.;;44135;Dortmund;Agnes-Neuhaus-Str. 5;0231;55702632;00;2;Dortmund, Sozialdienst kath. Frauen e.V.;1;19730801;55;0;;0;1;;
72291;954008;387288;5684791;Ev. Stiftung Loher Nocken;;;58256;Ennepetal;Lohernockenstr. 47;02333;9777712;00;2;Ennepetal, Ev. Stiftung Loher Nocken;1;19730801;44;0;;0;1;;
72345;966024;419177;5652709;Gemeinnützige Gesellschaft;der Franziskanerinnen zu Olpe mbH;;57462;Olpe;Maria-Theresia-Str. 30;02761;92650;00;2;Olpe,Gem.Gesellsch.der Franziskanerinnen;1;19730801;55;0;;0;1;;
72369;999999;999999;9999999;Christl. Jugenddorfwerk Deutschlands;Gemeinnütziger Verband e.V.;;73061;Ebersbach;Teckstraße 23;07163;9300;00;2;Ebersbach, Christl. Jugendwerk Deutschl.;1;19730801;44;0;;0;1;;
72394;111000;345197;5676646;Zentralverband der Augenoptiker;;;40210;Düsseldorf;Alexanderstraße 25a;0211;8632350;00;2;Düsseldorf, Zentralverb. Augenoptiker;1;19750801;99;0;;0;1;;
72400;111000;343523;5675224;Stiftg. Institut zur Erlangung der Hoch-;schulreife f.Handwerker,Facharbeiter u.;a.Berufstätige m.abgeschl.Ausbildg.e.V.;40221;Düsseldorf;Georg-Schulhoff-Platz 1;0211;8795220;00;2;Düsseldorf, Stiftg.Erlangg.Hochsch.Reife;1;19730801;99;0;;0;1;;
72412;315000;352361;5645073;Fördergemeinschaft für Schulen;in freier Trägerschaft e.V.;;50933;Köln;Paulistraße 22;0221;496405;00;2;Köln, Fördergem. freier Träger e.V.;1;19730801;99;0;;0;1;;
72436;911000;375646;5701643;Europäisches Bildungs-, Forschungs- und;Informationszentrum der Wohnungs- und;Immobilienwirt. -Gemeinnützige Stiftung-;44795;Bochum;Springorumallee 20;0234;9447565;00;2;Bochum, Informationsz. Immobilienwirt.;1;19730801;36;0;;0;1;;
72448;315000;352494;5646616;Rheinische Akademie Köln gGmbH;;;50825;Köln;Vogelsanger Str. 295;0221;546870;00;2;Köln, Rheinische Akademie gGmbH;1;19730801;36;0;;0;1;;
72450;366044;332155;5619391;St. Nikolaus-Stift Füssenich;;;53909;Zülpich;Brüsseler Straße 68;02252;94350;00;2;Zülpich, St. Nikolaus-Stift;1;19730801;99;0;;0;1;;
72461;558016;388086;5746474;Privatschulen Schloß Buldern GmbH;;;48249;Dülmen;Dorfbauerschaft 22;02590;9911;00;2;Dülmen, Privatsch.Schloß Buldern GmbH;1;19730801;35;0;;0;1;;
72485;566096;383305;5783801;Stiftung St.Josefshaus Wettringen;;;48493;Wettringen;Dorfbauerschaft 30;;;00;2;Wettringen, Stiftung St.Josefshaus;1;19730801;55;0;;0;1;;
72497;770032;501965;5787497;Erziehungsheim Gotteshütte;;;32457;Porta Westfalica;Gotteshütte 1;05722;280140;00;2;Porta Westfalica, Erz.-Heim Gotteshütte;1;19730801;44;0;;0;1;;
72503;954032;387046;5692104;Evangelische Stiftung Volmarstein;- Rehabilitationszentrum -;;58300;Wetter (Ruhr);Hartmannstr. 24;02335;6390;00;2;Wetter, Evang. Stiftung Volmarstein;1;19730801;44;0;;0;1;;
72539;770004;485455;5789680;Wittekindshof;Diakonische Stiftung;für Menschen mit Behinderungen;32549;Bad Oeynhausen;Zur Kirche 2;05734;611061;00;2;Bad Oeynhausen,Heilanstalt Wittekindshof;1;19730801;44;0;;0;1;;
72540;566056;416715;5797068;Deutsch-Brasilianische Studienstiftung;St. Antonius;;49497;Mettingen;Sunderstr. 17;05452;2358;00;2;Mettingen, Deut.-Brasil.Studienstift.St.;1;19730801;53;0;;0;1;;
72552;566020;404892;5804763;Hüberts'sche gemeinnützige GmbH;Alfons Ahlers;;48496;Hopsten;Am Schulplatz 3;05458;935078;00;2;Hopsten, Hüberts'sche gGmbH;1;19730801;35;0;;0;1;;
72564;711000;467301;5762493;v. Bodelschwinghsche Stiftungen Bethel;- Schulverwaltung -;für das öffentl.-Stift. Gymnasium;33617;Bielefeld;Sareptaweg 4;0521;1443526;00;1;Bielefeld,v.Bodelschw. Stift.(Stift.Gym);1;19730801;13;0;;0;1;;
72576;711000;467301;5762493;v. Bodelschwinghsche Stiftungen Bethel;- Schulverwaltung -;;33617;Bielefeld;Sareptaweg 4;0521;1443526;00;2;Bielefeld,v.Bodelschwinghsche Stiftungen;1;19730801;44;0;;0;1;;
72692;913000;397413;5700280;Christopherus-Haus;für seelenpflegebedürftige Kinder e.V.;;44267;Dortmund;Kreisstraße 55;0231;97380;00;2;Dortmund, Christopherus-Haus e.V.;1;19730801;60;0;;0;1;;
72710;515000;403682;5756865;Timmermeister GmbH;;;48149;Münster;Sentruper Straße 161;0251;981500;00;2;Münster, Timmermeister GmbH;1;19740801;35;0;;0;1;;
72771;711000;465762;5760003;Lernhaus Lebenshilfe gGmbH;;;33647;Bielefeld;Am Möllerstift 22;0521;48950-30;00;2;Bielefeld, Lernhaus Lebenshilfe gGmbH;1;19750801;35;0;;0;1;;
72783;774032;483206;5729828;Erzbischöfliches Generalvikariat,;Hauptabteilung Schule und Erziehung;;33098;Paderborn;Domplatz 3;05251;1251412;00;2;Paderborn, Erzbischöfl.Generalvikariat;1;19760101;51;0;;0;1;;
72801;711000;469275;5767631;Waldorf-Schulverein Bielefeld e.V.;;;33611;Bielefeld;An der Probstei 23;0521;91178190;00;2;Bielefeld, Waldorf-Schulverein e.V.;1;19760801;60;0;;0;1;;
72825;970040;430430;5635763;Schulen der Arbeiterwohlfahrt;für behinderte Menschen gGmbH;- Geschäftsführung -;57072;Siegen;Koblenzer Str. 134-138;;;00;2;Siegen, Schulen der Arbeiterwohlfahrt;1;19760801;99;0;;0;1;;
72837;770024;494652;5793717;Diakonische Stiftung Salem;gemeinnützige GmbH;im Kirchenkreis Minden e.V.;32423;Minden;Fischerallee 3a;;;00;2;Minden, Diakonische Stiftung Salem gGmbH;1;19760801;35;0;;0;1;;
